"_time","IP_Sessions(K)"
"2021-06-04T13:00:00.000-0400","12455.027"
"2021-06-04T14:00:00.000-0400","12465.732000000002"
"2021-06-04T15:00:00.000-0400","12471.846000000001"
"2021-06-04T16:00:00.000-0400","12471.091"
"2021-06-04T17:00:00.000-0400","12456.568"
"2021-06-04T18:00:00.000-0400","12430.288999999999"
"2021-06-04T19:00:00.000-0400","12400.087"
"2021-06-04T20:00:00.000-0400","12365.073"
"2021-06-04T21:00:00.000-0400","12314.565999999999"
"2021-06-04T22:00:00.000-0400","12230.842"
"2021-06-04T23:00:00.000-0400","12117.890000000001"
"2021-06-05T00:00:00.000-0400","12005.922000000002"
"2021-06-05T01:00:00.000-0400","11904.112"
"2021-06-05T02:00:00.000-0400","11823.231"
"2021-06-05T03:00:00.000-0400","11763.693000000001"
"2021-06-05T04:00:00.000-0400","11721.123"
"2021-06-05T05:00:00.000-0400","11704.274000000001"
"2021-06-05T06:00:00.000-0400","11746.965000000002"
"2021-06-05T07:00:00.000-0400","11835.612000000001"
"2021-06-05T08:00:00.000-0400","11925.783"
"2021-06-05T09:00:00.000-0400","12075.269"
"2021-06-05T10:00:00.000-0400","12173.215"
"2021-06-05T11:00:00.000-0400","12247.051"
"2021-06-05T12:00:00.000-0400","12293.929"
"2021-06-05T13:00:00.000-0400","12320.359"
"2021-06-05T14:00:00.000-0400","12329.23"
"2021-06-05T15:00:00.000-0400","12335.307"
"2021-06-05T16:00:00.000-0400","12337.15"
"2021-06-05T17:00:00.000-0400","12335.524"
"2021-06-05T18:00:00.000-0400","12329.511999999999"
"2021-06-05T19:00:00.000-0400","12320.406"
"2021-06-05T20:00:00.000-0400","12305.871"
"2021-06-05T21:00:00.000-0400","12261.595"
"2021-06-05T22:00:00.000-0400","12208.537"
"2021-06-05T23:00:00.000-0400","12111.835"
"2021-06-06T00:00:00.000-0400","12010.894"
"2021-06-06T01:00:00.000-0400","11918.085000000001"
"2021-06-06T02:00:00.000-0400","11836.524000000001"
"2021-06-06T03:00:00.000-0400","11775.71"
"2021-06-06T04:00:00.000-0400","11729.62"
"2021-06-06T05:00:00.000-0400","11705.910999999998"
"2021-06-06T06:00:00.000-0400","11737.579000000002"
"2021-06-06T07:00:00.000-0400","11815.072"
"2021-06-06T08:00:00.000-0400","11926.746"
"2021-06-06T09:00:00.000-0400","12041.161"
"2021-06-06T10:00:00.000-0400","12141.233"
"2021-06-06T11:00:00.000-0400","12219.032000000001"
"2021-06-06T12:00:00.000-0400","12275.79"
"2021-06-06T13:00:00.000-0400","12311.662"
"2021-06-06T14:00:00.000-0400","12330.815999999999"
"2021-06-06T15:00:00.000-0400","12345.596"
"2021-06-06T16:00:00.000-0400","12356.544"
"2021-06-06T17:00:00.000-0400","12363.652999999998"
"2021-06-06T18:00:00.000-0400","12366.765000000001"
"2021-06-06T19:00:00.000-0400","12366.139"
"2021-06-06T20:00:00.000-0400","12361.065"
"2021-06-06T21:00:00.000-0400","12329.599"
"2021-06-06T22:00:00.000-0400","12250.272"
"2021-06-06T23:00:00.000-0400","12139.146999999999"
"2021-06-07T00:00:00.000-0400","12039.363"
"2021-06-07T01:00:00.000-0400","11950.527"
"2021-06-07T02:00:00.000-0400","11878.957999999999"
"2021-06-07T03:00:00.000-0400","11829.892"
"2021-06-07T04:00:00.000-0400","11800.109"
"2021-06-07T05:00:00.000-0400","11828.431"
"2021-06-07T06:00:00.000-0400","11918.425"
"2021-06-07T07:00:00.000-0400","12056.142999999998"
"2021-06-07T08:00:00.000-0400","12202.7"
"2021-06-07T09:00:00.000-0400","12322.187000000002"
"2021-06-07T10:00:00.000-0400","12414.074"
"2021-06-07T11:00:00.000-0400","12471.822"
"2021-06-07T12:00:00.000-0400","12499.518"
"2021-06-07T13:00:00.000-0400","12513.469"
"2021-06-07T14:00:00.000-0400","12526.601"
"2021-06-07T15:00:00.000-0400","12534.948"
"2021-06-07T16:00:00.000-0400","12537.326"
"2021-06-07T17:00:00.000-0400","12526.669999999998"
"2021-06-07T18:00:00.000-0400","12499.435"
"2021-06-07T19:00:00.000-0400","12475.141"
"2021-06-07T20:00:00.000-0400","12442.853000000001"
"2021-06-07T21:00:00.000-0400","12388.494999999999"
"2021-06-07T22:00:00.000-0400","12294.509"
"2021-06-07T23:00:00.000-0400","12178.807"
"2021-06-08T00:00:00.000-0400","12068.923999999999"
"2021-06-08T01:00:00.000-0400","11976.326"
"2021-06-08T02:00:00.000-0400","11903.774999999998"
"2021-06-08T03:00:00.000-0400","11852.335"
"2021-06-08T04:00:00.000-0400","11825.133"
"2021-06-08T05:00:00.000-0400","11851.054"
"2021-06-08T06:00:00.000-0400","11938.72"
"2021-06-08T07:00:00.000-0400","12070.798999999999"
"2021-06-08T08:00:00.000-0400","12209.668"
"2021-06-08T09:00:00.000-0400","12321.617999999999"
"2021-06-08T10:00:00.000-0400","12406.129"
"2021-06-08T11:00:00.000-0400","12461.701000000001"
"2021-06-08T12:00:00.000-0400","12487.375"
"2021-06-08T13:00:00.000-0400","12500.592999999999"
"2021-06-08T14:00:00.000-0400","12511.572"
"2021-06-08T15:00:00.000-0400","12523.817"
"2021-06-08T16:00:00.000-0400","12528.396999999999"
"2021-06-08T17:00:00.000-0400","12518.92"
"2021-06-08T18:00:00.000-0400","12488.965"
"2021-06-08T19:00:00.000-0400","12465.374"
"2021-06-08T20:00:00.000-0400","12433.233"
"2021-06-08T21:00:00.000-0400","12377.644"
"2021-06-08T22:00:00.000-0400","12280.876"
"2021-06-08T23:00:00.000-0400","12164.101999999999"
"2021-06-09T00:00:00.000-0400","12056.471"
"2021-06-09T01:00:00.000-0400","11966.019999999999"
"2021-06-09T02:00:00.000-0400","11890.248"
"2021-06-09T03:00:00.000-0400","11840.873"
"2021-06-09T04:00:00.000-0400","11812.283"
"2021-06-09T05:00:00.000-0400","11840.705000000002"
"2021-06-09T06:00:00.000-0400","11928.064999999999"
"2021-06-09T07:00:00.000-0400","12058.853"
"2021-06-09T08:00:00.000-0400","12198.754"
"2021-06-09T09:00:00.000-0400","12311.904999999999"
"2021-06-09T10:00:00.000-0400","12399.332000000002"
